loci,grch38_gene_name
chr1:149671991-149673412,LINC00869
chr1:160312928-160313338,COPA
chr1:54953893-54955287,NA
chr1:174992365-174992796,RABGAP1L
chr1:186649310-186650081,NA
chr1:19614998-19615660,MINOS1
chr1:65431455-65432614,LEPROT
chr1:156737035-156738013,MRPL24
chr1:32892428-32892835,HPCA
chr1:16766998-16767803,NA
chr1:154975209-154975411,CKS1B
chr1:27994727-27995031,EYA3
chr1:1417285-1417753,NA
chr1:40505411-40506703,NA
chr1:113932580-113934070,HIPK1
chr1:92945907-92952609,FAM69A
chr1:113286332-113287172,NA
chr1:1115574-1116006,C1orf159
chr1:13839505-13840613,NA
chr1:38099677-38100864,NA
chr1:145385289-145385537,NBPF20
chr1:78956624-78957516,ADGRL4
chr1:1370767-1371449,NA
chr1:16269900-16270259,FBXO42
chr1:147735449-147735751,NA
chr1:153939643-153939980,DENND4B
chr1:156163672-156164052,SEMA4A
chr1:7831378-7831846,PER3
chr1:44172668-44173763,NA
chr1:244080540-244081093,NA
chr1:3331040-3331279,PRDM16
chr1:52195028-52195821,ZFYVE9
chr1:245316547-245320247,KIF26B
chr1:33358469-33359449,PHC2
chr1:36348501-36349731,STK40
chr1:32826944-32828017,S100PBP
chr1:55680465-55681708,NA
chr1:17287290-17287684,NA
chr1:2222198-2222569,NA
chr1:3080934-3081292,PRDM16
chr1:24861702-24861920,NA
chr1:224544523-224545224,NA
chr1:38478082-38478727,NA
chr1:112531559-112533773,ST7L
chr1:44820657-44821113,PTCH2
chr1:111682227-111683303,RAP1A
chr1:145990812-145991204,NA
chr1:227916425-227916736,NA
chr1:220267314-220267934,AURKAPS1
chr1:149783524-149784024,HIST2H2BF
chr1:38461584-38461988,NA
chr1:27338879-27339441,NA
chr1:37980071-37980565,SF3A3
chr1:91176404-91176701,NA
chr1:6614136-6614835,PHF13
chr1:156720747-156722069,ISG20L2
chr1:200589552-200590124,KIF14
chr1:165910640-165910978,UCK2
chr1:53018258-53019599,SCP2
chr1:182025604-182026511,NA
chr1:246887264-246888028,AHCTF1
chr1:55229992-55230369,NA
chr1:8395343-8395635,RERE
chr1:27560705-27561707,AHDC1
chr1:107682889-107684463,VAV3
chr1:40253683-40255172,NA
chr1:19577884-19578708,NA
chr1:115053060-115054264,TSPAN2
chr1:3321269-3322310,PRDM16
chr1:40105010-40105707,NA
chr1:206223537-206224028,SRGAP2
chr1:114695136-114696672,AMPD1
chr1:38455232-38455769,NA
chr1:6305148-6306463,ACOT7
chr1:249200252-249200721,NA
chr1:46151751-46153080,PIK3R3
chr1:174968490-174969624,RABGAP1L
chr1:8085554-8086854,NA
chr1:22210992-22211318,NA
chr1:147718156-147718915,NA
chr1:51810327-51810687,NRD1
chr1:54518601-54519299,NA
chr1:84464223-84465232,NA
chr1:22109129-22110261,NA
chr1:149811754-149815044,HIST2H3D
chr1:162039450-162040052,NA
chr1:29213438-29214300,MECR
chr1:12676983-12678642,NA
chr1:233749373-233750314,NA
chr1:225965330-225965734,NA
chr1:173683985-173684403,NA
chr1:217804267-217804477,SPATA17
chr1:3540767-3542241,MEGF6
chr1:27854416-27854963,NA
chr1:109756442-109757098,EPS8L3
chr1:33745741-33745990,CSMD2
chr1:84944932-84945350,MCOLN2
chr1:223936342-223937044,NA
chr1:71512224-71513804,NEGR1
chr1:54940346-54940753,NA
chr1:7022001-7022308,CAMTA1
chr1:205537751-205538443,NA
chr1:221915474-221916804,NA
chr1:150521349-150522368,NA
chr1:248100325-248100726,OR2L13
chr1:114471965-114472899,TRIM33
chr1:62119874-62120093,INADL
chr1:25593957-25594487,NA
chr1:227163739-227164237,CDC42BPA
chr1:20208807-20209462,NA
chr1:21763070-21763416,USP48
chr1:10853894-10856964,NA
chr1:48937304-48937683,AGBL4
chr1:45241013-45241900,NA
chr1:110051954-110052505,STRIP1
chr1:150601710-150602201,NA
chr1:26758492-26758856,ARID1A
chr1:235324264-235324717,ARID4B
chr1:28696041-28696731,GMEB1
chr1:17746200-17746547,NA
chr1:19043390-19043828,NA
chr1:214158726-214159080,NA
chr1:197887088-197887791,NA
chr1:59012326-59012577,NA
chr1:207494543-207495364,NA
chr1:42921716-42922575,NA
chr1:2574030-2574864,LOC100996583
chr1:203044722-203045390,PPFIA4
chr1:47881896-47883065,TRABD2B
chr1:2997272-2997473,NA
chr1:40769186-40769871,NFYC
chr1:10895895-10896117,NA
chr1:15250373-15251545,FHAD1
chr1:11333259-11333547,NA
chr1:1072369-1072847,RNF223
chr1:242686916-242687476,NA
chr1:1474962-1475220,ATAD3B
chr1:44679003-44679465,C1orf228
chr1:228345377-228346700,OBSCN
chr1:228658937-228659152,RHOU
chr1:161087722-161088112,PVRL4
chr1:68628999-68629202,NA
chr1:229542943-229543770,ABCB10
chr1:62207827-62208818,L1TD1
chr1:247274585-247275757,NA
chr1:33625259-33625527,CSMD2
chr1:43833828-43834137,ST3GAL3
chr1:6086244-6086494,KCNAB2
chr1:149146208-149146697,NA
chr1:208416489-208418016,NA
chr1:214454096-214455047,PTPN14
chr1:41706957-41708327,HIVEP3
chr1:32228347-32230252,EIF3I
chr1:18691874-18692081,PAX7
chr1:49364554-49364870,AGBL4
chr1:2929155-2929376,NA
chr1:26672445-26672650,NA
chr1:13909606-13909842,NA
chr1:11919115-11919555,NA
chr1:31712078-31712812,NA
chr1:178693968-178695075,NA
chr1:156308173-156308442,NA
chr1:36554325-36554955,NA
chr1:3163969-3164643,PRDM16
chr1:228890742-228890951,NA
chr1:26686516-26687281,NA
chr1:26632836-26633316,NA
chr1:1634252-1634690,MMP23A
chr1:33814783-33815770,CSMD2
chr1:236767361-236767998,NA
chr1:205561089-205561473,NA
chr1:11589838-11590044,NA
chr1:109419544-109420038,PSMA5
chr1:4832351-4832553,NA
chr1:37939723-37940650,INPP5B
chr1:226829582-226829803,NA
chr1:104068487-104068913,NA
chr1:54870853-54872476,DHCR24
chr1:145516038-145516637,NA
chr1:41961850-41962316,HIVEP3
chr1:120165302-120166626,SEC22B
chr1:203764568-203765293,LAX1
chr1:148555640-148556626,NBPF14
chr1:247289663-247290225,NA
chr1:2066367-2066666,PRKCZ
chr1:236305534-236306674,NA
chr1:47696504-47698197,NA
chr1:45097281-45098049,ZSWIM5
chr1:6301695-6302856,ACOT7
chr1:68298371-68299315,NA
chr1:10458548-10459997,NA
chr1:112281052-112283277,NA
chr1:33815950-33816193,CSMD2
chr1:85358359-85359187,DDAH1
chr1:10270015-10271306,KIF1B
chr1:23670245-23671363,NA
chr1:149162389-149162615,NA
chr1:85513509-85514555,DDAH1
chr1:8277195-8277822,NA
chr1:15911088-15911608,SPEN
chr1:32208486-32208704,IQCC
chr1:228548077-228548330,NA
chr1:45278765-45279644,NA
chr1:167690978-167691852,RCSD1
chr1:155715297-155715908,DAP3
chr1:45265534-45266783,NA
chr1:3773187-3774465,SMIM1
chr1:231663999-231664608,DISC1
chr1:51433762-51435505,EPS15
chr1:200860076-200860576,CAMSAP2
chr1:212688031-212688448,BATF3
chr1:216774339-216774734,ESRRG
chr1:43312258-43312513,TIE1
chr1:161368863-161369932,NA
chr1:33351686-33352397,PHC2
chr1:156022962-156025174,NA
chr1:35544927-35545303,KIAA0319L
chr1:217311467-217311773,NA
chr1:6188873-6189120,RPL22
chr1:240254959-240257063,FMN2
chr1:29585897-29586598,NA
chr1:17281818-17282056,PADI3
chr1:60539315-60539540,NA
chr1:47902793-47905518,TRABD2B
chr1:154946742-154947486,PBXIP1
chr1:170633274-170634178,NA
chr1:11119030-11120634,MTOR
chr1:6545143-6545559,NOL9
chr1:14026481-14027200,NA
chr1:230202494-230204209,GALNT2
chr1:110185961-110186164,SLC6A17
chr1:110752256-110754794,NA
chr1:17475702-17476075,NA
chr1:85220018-85220338,NA
chr1:32410188-32410630,NA
chr1:19281948-19283883,AKR7A3
chr1:6313761-6314139,ACOT7
chr1:157948720-157949053,NA
chr1:155163434-155163818,NA
chr1:201951754-201952579,NA
chr1:24739857-24740262,NA
chr1:227751409-227751635,SNAP47
chr1:3824219-3824456,CEP104
chr1:38019606-38019823,UTP11L
chr1:154300975-154301528,NA
chr1:149982153-149982860,OTUD7B
chr1:107599205-107600410,VAV3
chr1:2983925-2987962,NA
chr1:26437319-26438917,DHDDS
chr1:5772056-5772513,NA
chr1:146522288-146522555,CH17-408M7.1
chr1:160040128-160040668,KCNJ10
chr1:47082016-47082526,CYP4Z1
chr1:232941054-232941707,NA
chr1:155990389-155990780,NA
chr1:145415411-145415708,NA
chr1:11714217-11715304,DRAXIN
chr1:154908962-154909931,NA
chr1:28585831-28587249,NA
chr1:180991227-180991465,STX6
chr1:53791687-53793496,NDC1
chr1:159141202-159141718,NA
chr1:6685071-6685691,DNAJC11
chr1:155022988-155024332,DCST2
chr1:32574061-32574318,ZBTB8A
chr1:33282675-33283906,ZNF362
chr1:54303758-54304262,SSBP3
chr1:16161260-16162880,NA
chr1:27226492-27227009,NA
chr1:110692988-110694264,NA
chr1:228463249-228464488,NA
chr1:227974428-227974827,NA
chr1:20126029-20126780,NA
chr1:182573375-182573760,RNASEL
chr1:70876622-70877091,PTGER3
chr1:19811703-19812644,NA
chr1:117284383-117284627,NA
chr1:39044059-39044561,NA
chr1:116710157-116710546,NA
chr1:108742400-108743201,FNDC7
chr1:32226146-32226535,EIF3I
chr1:40156930-40158514,NA
chr1:38325150-38325999,NA
chr1:205197632-205197959,DSTYK
chr1:26097904-26098107,NA
chr1:16301902-16302672,FBXO42
chr1:172501910-172502545,NA
chr1:16011266-16011502,NA
chr1:2559892-2561055,TNFRSF14
chr1:2046429-2046865,NA
chr1:202611668-202613039,SYT2
chr1:36106969-36107261,COL8A2
chr1:32930500-32931061,NA
chr1:179555401-179555770,NPHS2
chr1:24126799-24127549,IL22RA1
chr1:209979316-209979666,SYT14
chr1:40136988-40138087,NA
chr1:40997160-40997439,CTPS1
chr1:17764072-17765811,ACTL8
chr1:10092532-10093404,UBE4B
chr1:3435988-3436250,PRDM16
chr1:247267179-247267884,NA
chr1:111216244-111217937,NA
chr1:9822576-9822817,CLSTN1
chr1:205290232-205291035,NA
chr1:207224089-207224450,NA
chr1:1590073-1590942,NA
chr1:65210282-65211238,AK4
chr1:15853108-15853663,SPEN
chr1:151431540-151432032,POGZ
chr1:202857683-202858394,NA
chr1:11985643-11986634,MFN2
chr1:1322644-1322924,CPSF3L
chr1:165737832-165738349,TMCO1
chr1:111505881-111507007,TMIGD3
chr1:28415098-28415312,PHACTR4
chr1:2445355-2445648,NA
chr1:244614522-244615601,C1orf101
chr1:224622597-224622818,CNIH3
chr1:78444763-78445281,NA
chr1:713984-714547,NA
chr1:40598508-40599209,NA
chr1:10719867-10720581,CASZ1
chr1:110672810-110673339,KCNA3
chr1:233463526-233464414,NA
chr1:145039740-145040180,SRGAP2B
chr1:171810467-171811325,NA
chr1:225614721-225616512,ENAH
chr1:181451311-181452049,NA
chr1:28844653-28845293,OPRD1
chr1:53163688-53164180,NA
chr1:214160798-214161034,NA
chr1:3816356-3818084,CEP104
chr1:224033085-224034263,NA
chr1:31194276-31194587,NKAIN1
chr1:87797368-87797884,NA
chr1:160068040-160068430,KCNJ10
chr1:32666231-32666460,RBBP4
chr1:21786445-21786713,NA
chr1:46598126-46599129,MKNK1
chr1:236687071-236687608,ACTN2
chr1:26856191-26856684,NA
chr1:44399068-44399535,NA
chr1:92764173-92764926,EVI5
chr1:3028179-3028557,NA
chr1:228194096-228196512,NA
chr1:26946844-26948076,NUDC
chr1:10057121-10058108,UBE4B
chr1:115323075-115323462,NGF
chr1:21043832-21044771,EIF4G3
chr1:16973485-16975045,MFAP2
chr1:230778077-230778593,CAPN9
chr1:210502133-210502793,HHAT
chr1:17215421-17216094,PADI1
chr1:1489532-1489794,ATAD3B
chr1:201708787-201709429,NAV1
chr1:212457967-212459694,NA
chr1:16847280-16847892,NA
chr1:212208837-212209364,NA
chr1:162760250-162760722,DDR2
chr1:151762604-151764007,OAZ3
chr1:212780151-212783086,NSL1
chr1:204463293-204464086,PIK3C2B
chr1:9488937-9489249,NA
chr1:222791399-222792083,NA
chr1:31191574-31191960,NKAIN1
chr1:10534918-10535172,PEX14
chr1:762416-763445,NA
chr1:244218274-244218538,NA
chr1:32713918-32714186,NA
chr1:2477563-2478363,PLCH2
chr1:20569455-20569817,NA
chr1:2116432-2116801,PRKCZ
chr1:41326949-41328285,NA
chr1:93426512-93427754,NA
chr1:1152522-1153134,NA
chr1:2537671-2537886,NA
chr1:225865068-225865328,TMEM63A
chr1:111323223-111323433,NA
chr1:7723400-7725175,CAMTA1
chr1:18703295-18703496,PAX7
chr1:20692582-20693534,KIF17
chr1:110577199-110577942,NA
chr1:246783197-246783917,NA
chr1:23763154-23763971,TCEB3-AS1
chr1:63153380-63154349,NA
chr1:844299-845883,LINC01128
chr1:53662309-53662815,GLIS1
chr1:92683438-92683682,EVI5
chr1:3071899-3072239,PRDM16
chr1:149137542-149138399,NA
chr1:244213397-244213619,NA
chr1:15929823-15930289,SPEN
chr1:117664180-117665148,NA
chr1:2460760-2462010,NA
chr1:87018668-87019254,HS2ST1
chr1:24648202-24648985,SRRM1
chr1:57044102-57045117,DAB1
chr1:204042245-204044510,NA
chr1:224621560-224622106,CNIH3
chr1:204346732-204347430,PLEKHA6
chr1:53558388-53558642,GLIS1
chr1:46859724-46860291,CYP4Z2P
chr1:155239278-155239494,GBA
chr1:11865462-11866566,NA
chr1:94344507-94344822,NA
chr1:202113151-202114143,NA
chr1:211751121-211753177,LPGAT1
chr1:43814305-43815277,ST3GAL3
chr1:4221387-4221672,NA
chr1:237205126-237206644,RYR2
chr1:90286189-90287222,NA
chr1:212003431-212004280,INTS7
chr1:244893441-244894366,NA
chr1:247494249-247495840,NA
chr1:1607898-1608243,NA
chr1:55446087-55446846,NA
chr1:161695637-161697298,NA
chr1:228467964-228468497,NA
chr1:3203765-3204453,PRDM16
chr1:858970-861632,LINC01128
chr1:95699725-95700142,NA
chr1:15127583-15127869,TMEM51-AS1
chr1:173445978-173447105,LOC101928673
chr1:3425576-3425797,PRDM16
chr1:33938025-33938328,CSMD2
chr1:205473877-205474109,NA
chr1:145472980-145474702,NA
chr1:1550453-1552015,SSU72
chr1:85665818-85667650,ZNHIT6
chr1:26249205-26249613,CEP85
chr1:46216233-46216514,LURAP1
chr1:3111579-3111909,PRDM16
chr1:2772126-2772665,TTC34
chr1:205038784-205039153,NA
chr1:1002663-1005318,NA
chr1:152008838-152009112,NA
chr1:12251777-12251985,VPS13D
chr1:17018683-17020959,SDHB
chr1:72748471-72749736,NA
chr1:41283840-41284591,NA
chr1:154933928-154934735,PMVK
chr1:26606362-26606913,NA
chr1:6187743-6188235,RPL22
chr1:27153033-27153243,SLC9A1
chr1:235291740-235292387,ARID4B
chr1:2371846-2372073,MORN1
chr1:6844313-6846366,CAMTA1
chr1:67600390-67600715,NA
chr1:228744110-228784168,RHOU
chr1:231297812-231299777,NA
chr1:8418322-8418857,RERE
chr1:26324549-26324934,AIM1L
chr1:204654132-204654885,LRRN2
chr1:161575534-161576908,NA
chr1:6202118-6202359,NA
chr1:182991804-182993370,NA
chr1:168147963-168148637,NA
chr1:78148217-78149418,NA
chr1:116694664-116694983,C1orf137
chr1:59369311-59369900,FGGY
chr1:206680236-206681444,NA
chr1:2359926-2360167,MORN1
chr1:156818622-156819192,NTRK1
chr1:21996161-21996409,NA
chr1:19228828-19229634,EMC1
chr1:11538669-11540342,NA
chr1:41349740-41350293,NA
chr1:207226281-207226842,NA
chr1:38227079-38227741,NA
chr1:26146122-26147349,NA
chr1:150039324-150039815,NA
chr1:35227028-35227276,NA
chr1:236029587-236030597,NID1
chr1:155531914-155533280,ASH1L
chr1:27320127-27321146,NA
chr1:180904316-180904711,NA
chr1:64935554-64936614,JAK1
chr1:87800835-87801252,NA
chr1:27683277-27683590,NA
chr1:53527572-53528974,GLIS1
chr1:26496179-26496824,NA
chr1:244816199-244817080,NA
chr1:197170005-197170719,ZBTB41
chr1:167408512-167409137,POU2F1
chr1:246670148-246670768,NA
chr1:33438458-33438979,NA
chr1:116710837-116711260,NA
chr1:55271665-55271972,NA
chr1:53067880-53068608,PODN
chr1:54355354-54355656,SSBP3
chr1:79472281-79472537,NA
chr1:13881410-13881612,NA
chr1:224517729-224518193,NA
chr1:3459874-3460269,ARHGEF16
chr1:85462585-85463435,DDAH1
chr1:41157162-41157975,SCMH1
chr1:110026630-110026903,NA
chr1:228296787-228297276,OBSCN
chr1:210405952-210407250,HHAT
chr1:47078580-47078967,CYP4Z1
chr1:155224624-155225655,GBAP1
chr1:3239915-3240261,PRDM16
chr1:41831976-41832542,HIVEP3
chr1:22379009-22380029,NA
chr1:166853253-166853790,POGK
chr1:108507251-108507841,NA
chr1:89458034-89458604,NA
chr1:155147185-155147444,NA
chr1:161228477-161229028,TOMM40L
chr1:1850098-1851391,GNB1
chr1:2236442-2239069,SKI
chr1:155178547-155178980,TRIM46
chr1:160231755-160232451,DCAF8
chr1:156863415-156863711,NTRK1
chr1:16163752-16164123,NA
chr1:6557561-6557872,TAS1R1
chr1:36929414-36930131,GRIK3
chr1:2990030-2990718,NA
chr1:46668821-46669258,NA
chr1:9775708-9775997,CLSTN1
chr1:154377670-154378445,NA
chr1:229478014-229478935,NUP133
chr1:236304758-236305025,NA
chr1:1149055-1149524,NA
chr1:206730397-206730908,MAPKAPK2
chr1:55181345-55181853,USP24
chr1:87597543-87598515,NA
chr1:161129138-161129689,DEDD
chr1:20512360-20512797,NA
chr1:21754797-21755995,USP48
chr1:39874018-39875239,TRIT1
chr1:226069605-226070898,H3F3A
chr1:42383640-42384003,RIMKLA
chr1:119549144-119551320,NA
chr1:16693621-16694270,ESPNP
chr1:220863507-220864249,HLX-AS1
chr1:33516594-33516933,CSMD2
chr1:2449922-2450206,NA
chr1:50892437-50893243,FAF1
chr1:22919773-22920207,EPHB2
chr1:2409757-2410049,PEX10
chr1:148247245-148248092,NA
chr1:2245714-2247086,SKI
chr1:16481484-16482782,CROCCP3
chr1:117487249-117487645,MAN1A2
chr1:155246991-155247748,FAM189B
chr1:9670617-9670868,PIK3CD
chr1:1309140-1311039,PUSL1
chr1:167522469-167523070,NA
chr1:147806900-147807170,NA
chr1:1109314-1110145,C1orf159
chr1:1676885-1678333,SLC35E2B
chr1:1228780-1230163,SDF4
chr1:10725187-10725617,CASZ1
chr1:87617692-87617986,NA
chr1:154599763-154600505,ADAR
chr1:156405160-156406350,C1orf61
chr1:1011509-1013402,NA
chr1:228075377-228075750,NA
chr1:223254818-223255041,SUSD4
chr1:1389555-1389889,CCNL2
chr1:46049590-46050582,PIK3R3
chr1:228785986-228786204,NA
chr1:31158009-31158261,NA
chr1:1473107-1473342,ATAD3B
chr1:243646394-243646888,AKT3
chr1:228353108-228353986,OBSCN
chr1:210111179-210112054,SYT14
chr1:11724113-11724885,NA
chr1:233086191-233086595,PCNXL2
chr1:70819733-70820719,NA
chr1:116915291-116916813,PTGFRN
chr1:218519057-218519674,MIR548F3
chr1:110198541-110199127,SLC6A17
chr1:212587591-212588284,ATF3
chr1:153949712-153950525,CRTC2
chr1:150266476-150266689,APH1A
chr1:32180131-32180487,TXLNA
chr1:22351917-22352194,NA
chr1:9970584-9970790,NMNAT1
chr1:227682216-227682938,NA
chr1:37498377-37500624,MEAF6
chr1:24117482-24117824,NA
chr1:1558587-1559359,SSU72
chr1:227975295-227976570,NA
chr1:42611485-42611691,CCDC30
chr1:16939456-16940454,CROCC
chr1:228327508-228328560,OBSCN
chr1:26201722-26202516,CATSPER4
chr1:32705524-32707141,NA
chr1:39570665-39571859,LOC101929516
chr1:85741865-85742535,COL24A1
chr1:200992282-200992839,KIF21B
chr1:29063066-29064315,EPB41
chr1:32083149-32084069,TMEM39B
chr1:7740143-7741117,CAMTA1
chr1:3056541-3056772,NA
chr1:43824134-43825059,ST3GAL3
chr1:171710845-171711607,VAMP4
chr1:214156000-214156851,NA
chr1:42928797-42929500,SLC2A1
chr1:33646613-33647878,CSMD2
chr1:47998899-47999517,NA
chr1:181073917-181075002,NA
chr1:146543987-146544439,NA
chr1:16085147-16085862,NA
chr1:981068-981400,PERM1
chr1:70671183-70671442,NA
chr1:200842196-200843388,CAMSAP2
chr1:240986654-240986909,RGS7
chr1:6520584-6521955,NOL9
chr1:145575130-145576219,NBPF25P
chr1:43855375-43855921,ST3GAL3
chr1:151735445-151736093,NA
chr1:93811218-93811940,BCAR3
chr1:11750701-11752651,AGTRAP
chr1:165324191-165326328,LMX1A
chr1:204226544-204226908,PLEKHA6
chr1:156390403-156391581,NA
chr1:45671702-45672388,GPBP1L1
chr1:169862455-169862722,SCYL3
chr1:21978101-21978764,CELA3B
chr1:17865863-17866630,NA
chr1:27687024-27687743,NA
chr1:155231812-155232312,NA
chr1:235267554-235267829,ARID4B
chr1:63833109-63833821,ROR1
chr1:150336831-150337289,PRPF3
chr1:948670-948894,NOC2L
chr1:1414034-1414532,NA
chr1:196577708-196578011,KCNT2
chr1:222790947-222791220,NA
chr1:3038067-3038343,NA
chr1:247094485-247095667,NA
chr1:179262771-179263321,NA
chr1:148760451-148761299,NA
chr1:35442237-35442936,KIAA0319L
chr1:116961182-116961542,PTGFRN
chr1:211500151-211500636,NA
chr1:22446520-22446943,NA
chr1:154989749-154990234,FLAD1
chr1:3712398-3713234,TP73
chr1:241682473-241683112,WDR64
chr1:1153784-1154419,NA
chr1:94702690-94703344,LINC01057
chr1:160001295-160001989,NA
chr1:16058297-16058505,FAM131C
chr1:236156873-236157271,GPR137B
chr1:1208515-1209942,NA
chr1:220445480-220445933,NA
chr1:18969548-18970739,NA
chr1:16970855-16971492,CROCC
chr1:6530536-6531814,NOL9
chr1:46998632-46999249,NA
chr1:53392880-53393645,NA
chr1:67519224-67520139,NA
chr1:159158228-159158498,NA
chr1:8938098-8939409,NA
chr1:115880167-115881332,NA
chr1:9324687-9325016,SPSB1
chr1:39456655-39457271,MACF1
chr1:215043777-215044003,KCNK2
chr1:228651447-228652529,DUSP5P1
chr1:31190972-31191221,NKAIN1
chr1:68150913-68152270,WLS
chr1:120611348-120612440,NA
chr1:227127069-227128430,CDC42BPA
chr1:26231950-26233624,NA
chr1:110527248-110528026,NA
chr1:180601027-180601816,NA
chr1:16053616-16053975,CLCNKB
chr1:228404717-228405013,TRIM11
chr1:221060850-221061071,NA
chr1:150293835-150294140,MRPS21
chr1:23504059-23504633,NA
chr1:10764449-10764925,CASZ1
chr1:1821405-1823272,GNB1
chr1:245753399-245753636,SMYD3
chr1:10699394-10700098,CASZ1
chr1:224180262-224180824,NA
chr1:18808873-18809667,NA
chr1:3556963-3557201,MEGF6
chr1:243650990-243651529,AKT3
chr1:36273499-36274461,THRAP3
chr1:29240768-29241969,PTPRU
chr1:147141842-147142918,NA
chr1:205498003-205498590,NA
chr1:234492484-234492860,NA
chr1:24306363-24307017,NA
chr1:2827785-2828294,NA
chr1:31885794-31887010,NA
chr1:183774193-183774416,RGL1
chr1:2232310-2232617,SKI
chr1:38218190-38218977,NA
chr1:46954793-46957121,NA
chr1:40041317-40042667,CAP1
chr1:90308839-90309606,NA
chr1:247373735-247374304,NA
chr1:61519352-61519971,NA
chr1:6661776-6663844,DNAJC11
chr1:91487158-91487807,NA
chr1:44401757-44402423,NA
chr1:50880916-50881516,FAF1
chr1:220960016-220960603,NA
chr1:2121017-2121818,PRKCZ
chr1:143270158-143270509,NA
chr1:86861566-86862083,NA
chr1:1981251-1983212,CFAP74
chr1:6111609-6111836,CHD5
chr1:6320137-6320942,ACOT7
chr1:119543821-119544339,NA
chr1:6500168-6501130,PLEKHG5
chr1:45308543-45309159,NA
chr1:202311043-202311312,LGR6
chr1:117602388-117603270,LOC100996263
chr1:65775018-65775746,NA
chr1:91182509-91182857,NA
chr1:40839215-40840022,KCNQ4
chr1:150529655-150529904,NA
chr1:24194254-24194990,NA
chr1:33612976-33613321,CSMD2
chr1:148901724-148903203,PDE4DIP
chr1:28285020-28285304,NA
chr1:3370905-3371683,PRDM16
chr1:117112960-117113883,TRIM45
chr1:100315420-100316009,NA
chr1:43352785-43352994,MPL
chr1:85039825-85040344,MCOLN3
chr1:8877012-8877283,ENO1
chr1:179923716-179924419,NA
chr1:211688461-211689104,NA
chr1:179544720-179545307,AXDND1
chr1:109289018-109289822,NA
chr1:33721448-33721703,CSMD2
chr1:162530856-162531853,NA
chr1:3426361-3426570,PRDM16
chr1:200004474-200004933,NA
chr1:12079251-12079903,TNFRSF8
chr1:71546486-71546783,NEGR1
chr1:147782066-147782473,NA
chr1:205718238-205719345,NUCKS1
chr1:175048550-175048874,NA
